Time;ms+-;Power;Stabw P;Gleichspannung;Gleichrichtwert;Effektivwert;Scheitelfaktor;Amplitude;Abs. MaxA;Stabw Ieff;Stabw Imid;Stabw Iss;THD;Phase;Number;OW0 [%];OW2 [%];OW3 [%];OW4 [%];OW5 [%];OW6 [%];OW7 [%];OW8 [%];OW9 [%];OW10 [%];OW11 [%];OW12 [%];OW13 [%];OW14 [%];Temperature;Conversion;EDRchannel
810;0.00E+00;158.5895803;5.658082067;-0.685261933;10.1604954;12.55994562;1.301597533;16.35924875;32.01706108;0.189554367;0.52412365;3.704883233;40.49123667;0.114162667;49;6.076521717;1.943419617;24.32859733;1.88392755;13.73060178;1.805943733;24.48117232;1.518476233;11.6659963;1.404133983;9.061084483;1.125089117;4.66859315;1.1208046;0.00E+00;0.00E+00;6.041
811;0.00E+00;149.4948332;2.735935217;-0.689794817;9.9145462;12.29004758;1.301738783;15.99842277;31.3553338;0.11057685;0.510372883;3.145409783;41.07890828;0.178259883;49;6.14883665;1.820148117;24.5865013;1.892534367;13.88420265;1.807192317;24.94569425;1.5145004;11.77795915;1.415620167;9.293621817;1.137276633;4.960975467;1.095565;0.00E+00;0.00E+00;6.041
812;0.00E+00;450.3879384;42.30489717;-0.687141417;17.60683483;20.42195878;1.3545154;27.77696563;45.9828115;0.5607611;1.20901845;7.0812559;25.83951792;1.38186675;48.33333333;4.355532167;2.894410417;15.32421287;1.1784218;10.06353093;1.176030967;14.77880918;1.030511867;7.706917433;0.9269486;5.1595567;0.729979483;2.36460715;0.771314133;0.00E+00;0.00E+00;6.041
813;0.00E+00;157.9447281;5.0839391;-0.69457115;10.14559578;12.53719942;1.301931117;16.33672797;32.08210122;0.174713817;0.539029033;3.87686275;40.52092727;0.1657473;48.36666667;6.156954417;1.895819383;24.24902865;1.876599317;13.6219421;1.77028775;24.694872;1.495768633;11.70024867;1.399498667;8.977476033;1.103487933;4.669581417;1.086096733;0.00E+00;0.00E+00;6.041
814;0.00E+00;150.7747607;2.752963517;-0.68756945;9.9570579;12.34173268;1.30183345;16.0669172;31.50607782;0.111063883;0.519667133;3.191680517;41.03674135;0.101555833;48.95;6.09884655;1.808351717;24.69022557;1.902349017;13.73202212;1.79161165;24.92734957;1.487592983;11.76928728;1.40555325;9.200521733;1.1330479;4.828492433;1.1090369;0.00E+00;0.00E+00;6.041
815;0.00E+00;149.3166817;2.692272833;-0.687439433;9.90285565;12.28239265;1.301304267;15.98312073;31.48990447;0.1092235;0.55819235;3.338775417;41.12784887;0.05596555;48.58333333;6.136355783;1.849811467;24.58958302;1.898511533;13.84309178;1.803385717;25.04598628;1.5163858;11.7801203;1.409140933;9.308073667;1.126927817;4.919497067;1.171708617;0.00E+00;0.00E+00;6.041
816;0.00E+00;149.5242093;2.63911165;-0.6938113;9.91000615;12.29154727;1.30129325;15.99490543;31.35189747;0.107109383;0.5065425;3.189856117;41.16397203;0.128442183;48.7;6.180518033;1.816620217;24.62425187;1.889926233;13.84134892;1.7863439;25.02328757;1.505783567;11.86342355;1.410945;9.352820083;1.120589933;4.907567;1.09640465;0.00E+00;0.00E+00;6.041
817;0.00E+00;149.3111692;2.700360633;-0.689733933;9.905506267;12.28301183;1.3018227;15.99029005;31.27333347;0.109523533;0.49470355;3.119720983;41.04975248;0.105773333;48.36666667;6.146692783;1.870310517;24.5742447;1.89964695;13.90846222;1.82910875;24.92141503;1.545730083;11.69466098;1.420158667;9.342456083;1.130888533;4.881443267;1.1422394;0.00E+00;0.00E+00;6.041
818;0.00E+00;149.3439492;2.7967224;-0.687326867;9.911625267;12.28462985;1.3021708;15.99666648;31.38486187;0.113265417;0.545587067;3.337757717;40.9544318;-0.068119133;48.6;6.128378933;1.85351275;24.7142642;1.942937283;13.8481481;1.85707035;24.70780432;1.553042633;11.60122023;1.4420831;9.33224445;1.179538067;4.836229817;1.187098817;0.00E+00;0.00E+00;6.041
819;0.00E+00;424.523404;38.18128848;-0.689629867;17.05854825;19.8137479;1.35201545;26.93021393;44.90364842;0.509441067;1.037512267;6.747223733;26.70809087;1.265727983;48.36666667;4.4629018;2.717866783;15.9235455;1.260370433;10.31756212;1.250927517;15.24724077;1.094994817;7.949214233;0.984263433;5.461592183;0.77127505;2.471601917;0.769977717;0.00E+00;0.00E+00;6.041
820;0.00E+00;602.0694484;11.32659242;-0.687658483;21.68535463;24.56266005;1.388381267;34.1023086;51.14698083;0.225888417;0.8439727;4.8601257;18.18671733;1.8825082;48.86666667;2.943177467;3.2448322;10.74953133;0.806187583;7.94639825;0.857794717;9.707430267;0.81455865;5.733536867;0.7071264;3.163726883;0.532216333;0.98297455;0.588270367;0.00E+00;0.00E+00;6.041
821;0.00E+00;596.5596244;8.669039683;-0.68580455;21.59336908;24.45280985;1.388419167;33.95079358;50.85387998;0.177238267;0.851037583;4.6485764;18.22399455;1.8381758;49;2.943098983;3.175303667;10.77569203;0.8167828;7.987813017;0.868119267;9.739877617;0.822010417;5.746211733;0.704295833;3.1229249;0.552862717;0.94652445;0.600513133;0.00E+00;0.00E+00;6.041
822;0.00E+00;595.3323494;8.4032591;-0.686909283;21.57264607;24.42797247;1.388442267;33.91687658;50.80598782;0.171895533;0.817637033;4.684785183;18.2211691;1.900883167;48.55;2.95988605;3.163814717;10.7827522;0.8315282;7.9926895;0.87011965;9.728489517;0.815197567;5.734175817;0.699490617;3.132358467;0.541639083;0.959261867;0.571780667;0.00E+00;0.00E+00;6.041
823;0.00E+00;595.4642407;8.31438535;-0.686852617;21.57591167;24.43020597;1.388530933;33.92214383;50.61406228;0.170335733;0.8179626;4.45512575;18.17762845;1.91917745;48.38333333;2.95234735;3.172455;10.73819633;0.814435383;8.005946933;0.858352833;9.717897967;0.812655567;5.705410917;0.699508417;3.102244667;0.547196133;0.92716875;0.57668915;0.00E+00;0.00E+00;6.041
824;0.00E+00;595.8416238;11.75748957;-0.689670617;21.57994238;24.43664513;1.388178117;33.92242512;50.82626208;0.233392133;0.83804525;4.95796625;18.25003178;1.784559433;48.75;2.966690783;3.180790583;10.80524145;0.802934067;7.990519817;0.853197817;9.731360167;0.832737883;5.768592483;0.72794835;3.152763667;0.53668175;0.946390467;0.583137333;0.00E+00;0.00E+00;6.041
825;0.00E+00;1124.441663;13.70101375;-0.694013417;29.60986295;33.5387277;1.4000351;46.95773502;64.62048087;0.210071283;0.8047592;4.8036651;13.3889694;1.950287617;49;2.161846033;2.272226933;7.728710233;0.587272083;5.7371607;0.626945783;7.660145583;0.6107177;3.973169233;0.537535583;2.1740017;0.379775383;0.615940217;0.406297933;0.00E+00;0.00E+00;6.041
826;0.00E+00;761.6615841;11.00066782;-0.688459017;24.14383755;27.33432727;1.39217885;38.07416115;55.20514485;0.199039133;0.812169833;4.84931455;16.67292678;1.948313917;48.21666667;2.699933;2.85462845;9.788112617;0.73783955;7.260403567;0.784145867;9.064308617;0.752687817;5.227780117;0.66960785;2.82864915;0.493280267;0.87216645;0.521641967;0.00E+00;0.00E+00;6.041
827;0.00E+00;641.1761259;10.35875912;-0.687933333;22.39924957;25.33950033;1.390078583;35.22455673;51.9731649;0.201498917;0.819371867;4.623136267;17.58204232;2.026959567;48.23333333;2.84723175;3.03733325;10.33423465;0.776499;7.796524583;0.844884483;9.367025383;0.798945533;5.57208465;0.695654767;3.054160417;0.518262383;0.941399;0.560100083;0.00E+00;0.00E+00;6.041
828;0.00E+00;637.854157;8.72966015;-0.692609567;22.35268635;25.28253675;1.390043767;35.14393515;51.680813;0.173192217;0.78624705;4.334049867;17.61719408;2.094543033;48.56666667;2.875943867;3.0280163;10.37132342;0.76877365;7.817183733;0.82766115;9.3407421;0.794303667;5.606355933;0.686228717;3.117262767;0.50793455;0.956259583;0.536274667;0.00E+00;0.00E+00;6.041
829;0.00E+00;619.9170814;8.506274167;-0.69446485;22.02349135;24.92596255;1.389254983;34.62856662;51.39443507;0.17080995;0.8209354;4.56455495;17.89057808;1.9631236;48.66666667;2.92915;3.086044133;10.5202156;0.794672733;7.904200333;0.838584183;9.523499033;0.804202867;5.69798025;0.692188333;3.165039617;0.532168117;0.912725433;0.5716061;0.00E+00;0.00E+00;6.041
830;0.00E+00;618.861545;8.578067367;-0.696916233;22.00078647;24.90483788;1.389100717;34.59537345;51.46331087;0.172296833;0.810623517;4.54167595;17.95261693;1.94608065;48.16666667;2.929969517;3.086911483;10.60863038;0.76876055;7.9237427;0.843058583;9.4831228;0.825260467;5.72081555;0.7087026;3.233358933;0.51836035;0.9712922;0.5697669;0.00E+00;0.00E+00;6.041
831;0.00E+00;166.9896626;5.072664717;-0.6932868;10.39548378;12.897344;1.310993567;16.918177;33.14656815;0.172114867;0.520850367;3.45023095;38.9014649;0.204505117;48.81666667;5.9164966;1.949110183;23.41119253;1.818838467;13.44067108;1.761610567;23.3333839;1.5122871;11.25966213;1.396933283;8.706095433;1.0589152;4.346596283;1.052765067;0.00E+00;0.00E+00;6.041
832;0.00E+00;157.5839415;2.900281633;-0.687582233;10.14070132;12.6143728;1.30853195;16.50659093;32.74337095;0.1146389;0.55351205;3.3481526;39.6108894;0.209337433;49;5.941951067;1.862892533;23.6578432;1.86599195;13.70011377;1.777020333;23.86121893;1.5110405;11.405854;1.399723067;9.045090983;1.1223982;4.730052633;1.117727183;0.00E+00;0.00E+00;6.041
833;0.00E+00;152.7233583;2.797012983;-0.692644183;10.0023774;12.4213958;1.304801617;16.2074515;31.98666667;0.111722267;0.52004255;3.235872967;40.41464653;0.101232867;49;6.0981645;1.912830917;24.15741897;1.8635357;13.84347112;1.809358217;24.4444278;1.5365439;11.6337288;1.409436317;9.191711683;1.1081076;4.727472867;1.11989475;0.00E+00;0.00E+00;6.041
834;0.00E+00;153.101013;2.8976312;-0.691635367;10.01142222;12.4372341;1.305161583;16.23259102;32.04828295;0.116166033;0.490795617;3.23875655;40.34794115;0.080283817;48.96666667;6.076077667;1.849927633;24.18535148;1.941968017;13.91471565;1.854362033;24.23912953;1.512099833;11.60775878;1.431977283;9.259246417;1.142436783;4.77278175;1.08168315;0.00E+00;0.00E+00;6.041
835;0.00E+00;153.6526356;2.875222633;-0.68924195;10.0269309;12.45858705;1.305321067;16.26246663;32.1696701;0.115273117;0.546409017;3.423161283;40.29708992;0.025589717;48.51666667;6.0428638;1.825418017;24.1778505;1.955119033;13.82717698;1.8614196;24.21669067;1.5139794;11.62824907;1.416958217;9.254933183;1.18180555;4.6984181;1.127230017;0.00E+00;0.00E+00;6.041
836;0.00E+00;154.2621898;2.721256833;-0.69043595;10.0526237;12.4834934;1.306296583;16.30713772;32.03184718;0.1084417;0.506944483;3.144116467;40.10790788;0.091795283;48.53333333;6.039439233;1.88781455;24.06407428;1.904203417;13.80446222;1.825506917;24.11470575;1.520341367;11.53125453;1.3953453;9.175506117;1.1412391;4.66643095;1.1088893;0.00E+00;0.00E+00;6.041
837;0.00E+00;151.6041339;2.731336167;-0.689881767;9.984978483;12.3773036;1.302959733;16.12713587;31.60098328;0.108651517;0.483205267;3.090175183;40.82366057;-0.04574225;48.71666667;6.09699975;1.879271017;24.58630712;1.97323435;13.89383388;1.866024483;24.56727823;1.515789867;11.7025402;1.418642383;9.331567833;1.164552467;4.73103955;1.096309483;0.00E+00;0.00E+00;6.041
838;0.00E+00;151.6469172;2.730163983;-0.688529017;9.98245105;12.3780865;1.3021366;16.11794507;31.77480353;0.11008635;0.5200896;3.263084967;40.96577268;-0.073778567;48.71666667;6.0920517;1.811716167;24.54357428;1.950944067;13.84232545;1.846879017;24.76940998;1.530166467;11.80078623;1.43757175;9.447441683;1.20801625;4.82239475;1.146610733;0.00E+00;0.00E+00;6.041
839;0.00E+00;151.6086778;2.676391117;-0.689349533;9.97940145;12.3757754;1.30170675;16.10960953;31.70365637;0.10750725;0.4886793;3.11841955;41.0886811;0.0750018;48;6.103543017;1.844419233;24.42178248;1.901375733;13.83533888;1.8207311;24.98095452;1.5396462;11.92921985;1.45925245;9.509560483;1.145452;5.014272967;1.110964167;0.00E+00;0.00E+00;6.041
840;0.00E+00;153.9467871;3.156012233;-0.687069417;10.07046703;12.46948487;1.303600483;16.25520797;31.58117395;0.123256783;0.54273065;3.276213717;40.70532205;0.149740383;48.06666667;6.051784633;1.826256683;24.41421603;1.935496917;13.6506042;1.821586133;24.69114075;1.512195767;11.59108528;1.44108275;9.396359633;1.147966333;4.88543;1.075458083;0.00E+00;0.00E+00;6.041
841;0.00E+00;217.481704;36.99179495;-0.686241817;11.6135808;14.22252013;1.306449167;18.52621917;36.13304753;0.536864917;1.00651015;6.833401967;37.51933107;0.488568733;48.53333333;6.236433917;2.1599303;22.39965547;1.8197487;12.98568082;1.69851945;22.46497182;1.426123033;10.75570525;1.327527767;8.580888117;1.101467883;4.381374067;1.090579583;0.00E+00;0.00E+00;6.041
842;0.00E+00;575.0373252;7.7843397;-0.686252333;21.18689263;24.0015088;1.387058883;33.2922847;50.26164798;0.161985417;0.792359517;4.4498557;18.77086817;1.8681869;48.51666667;3.00570315;3.205595133;11.09236098;0.835412517;8.17755175;0.869758533;10.03396803;0.815405933;5.909223983;0.706770333;3.4089895;0.54590045;1.138996167;0.564841033;0.00E+00;0.00E+00;6.041
843;0.00E+00;575.4886244;8.16647775;-0.699144917;21.19866365;24.01694355;1.38715095;33.31528155;50.2384953;0.1703426;0.799348783;4.42091265;18.68476918;1.837025567;48.46666667;3.066725417;3.2718284;11.06700318;0.841040783;8.054576517;0.8759081;10.04445423;0.812188517;5.881992883;0.696898767;3.320068767;0.552197717;0.991918217;0.578050017;0.00E+00;0.00E+00;6.041
844;0.00E+00;556.8444606;7.96257105;-0.688739217;20.83570047;23.62623742;1.386109667;32.74860333;49.97705095;0.168722083;0.823197317;4.604033833;19.06301565;1.791192883;48.75;3.072606467;3.27251045;11.32467912;0.833416;8.2104226;0.887207683;10.24129103;0.839619233;5.990202467;0.7138368;3.373764017;0.56870075;1.063549283;0.6277555;0.00E+00;0.00E+00;6.041
845;0.00E+00;559.6456864;8.0490193;-0.683204567;20.89094337;23.68541993;1.386389;32.83724963;49.83010873;0.1705426;0.83421075;4.567000983;18.97964495;1.791317733;48.48333333;3.032958667;3.284975233;11.25990422;0.838409067;8.176389967;0.890786983;10.24164795;0.841212983;5.947227667;0.718091533;3.2949684;0.546252283;0.999195833;0.599224283;0.00E+00;0.00E+00;6.041
846;0.00E+00;556.1701475;7.924080917;-0.68714265;20.82383925;23.61166145;1.3863537;32.7341701;49.81336588;0.168265067;0.80646175;4.5836111;18.98442045;1.850349183;48.58333333;3.0629914;3.26944195;11.29359037;0.856167667;8.232815617;0.892349117;10.21425408;0.833244917;5.880269383;0.715536867;3.272346933;0.55908695;1.014992667;0.60121795;0.00E+00;0.00E+00;6.041
847;0.00E+00;552.6599446;8.100423567;-0.685691283;20.76076235;23.53731117;1.386068417;32.62436825;49.70006007;0.172350367;0.8174506;4.652752433;19.07212415;1.69122355;49;3.0711696;3.29329105;11.3243878;0.83744535;8.270176;0.895706917;10.29279673;0.857720317;5.909370733;0.748087133;3.239910883;0.562314083;1.03700915;0.6382813;0.00E+00;0.00E+00;6.041
848;0.00E+00;550.5489854;8.068383483;-0.68231935;20.71835332;23.49236913;1.3856863;32.5531085;49.59670598;0.171913517;0.80527565;4.532086633;19.21876163;1.797002933;48.63333333;3.056459733;3.27834775;11.39770818;0.852830117;8.290220967;0.893813667;10.3707603;0.841544033;6.03564585;0.724412067;3.342478633;0.560703717;1.0182917;0.59338795;0.00E+00;0.00E+00;6.041
849;0.00E+00;550.3260407;7.883589183;-0.686411217;20.71265918;23.48753108;1.385600367;32.54438895;49.65592612;0.168356567;0.791271433;4.438130767;19.26033243;1.7930927;48.7;3.081696867;3.260071733;11.40484002;0.841764567;8.330055667;0.886901783;10.40074062;0.846511983;6.042619967;0.7333656;3.367982133;0.5610196;1.014507967;0.601502883;0.00E+00;0.00E+00;6.041
850;0.00E+00;549.1949615;7.893341333;-0.686888867;20.69171867;23.46371218;1.385585533;32.51104465;49.66110132;0.168451133;0.82023465;4.527740583;19.24136305;1.765378067;48.81666667;3.083869717;3.281445817;11.41365893;0.852653067;8.30433485;0.894866967;10.35932763;0.8527216;6.051625683;0.745794433;3.378647517;0.572832617;1.006263333;0.624117567;0.00E+00;0.00E+00;6.041
851;0.00E+00;546.825635;7.843631783;-0.68350885;20.64626425;23.41320245;1.385461433;32.43814965;49.5708121;0.16783885;0.7954833;4.4103998;19.29912247;1.724383683;48.11666667;3.07533435;3.268609233;11.4592329;0.855477083;8.311695233;0.900966917;10.3680284;0.855835983;6.086857267;0.739075083;3.445881867;0.559211383;1.057850783;0.594576767;0.00E+00;0.00E+00;6.041
852;0.00E+00;547.4059118;7.691596717;-0.683859067;20.66220677;23.42544902;1.385802933;32.46310742;49.41478158;0.164190617;0.82073635;4.53822785;19.18044512;1.785200567;48.55;3.069017733;3.286087583;11.40776792;0.873757;8.263875983;0.920204917;10.32820018;0.875452233;5.99373115;0.757930933;3.334111017;0.567530833;1.0038161;0.6046352;0.00E+00;0.00E+00;6.041
853;0.00E+00;547.4626353;7.785642617;-0.6840017;20.66386968;23.42666627;1.3859419;32.46806153;49.38034555;0.16624145;0.825348033;4.553972133;19.12549345;1.6752304;48.65;3.065917283;3.277982567;11.36572408;0.866105683;8.25462595;0.914416317;10.29117692;0.870759333;5.96726765;0.7524565;3.348077667;0.579698067;1.004718167;0.6105388;0.00E+00;0.00E+00;6.041
854;0.00E+00;153.7864297;5.806193683;-0.685116983;10.06316812;12.42817782;1.2994313;16.14057423;31.20585918;0.1950401;0.5091883;3.47263825;41.0074942;-0.045615717;48.71666667;6.100236283;1.91478635;24.67370662;1.9122817;13.68580158;1.85074005;24.88270493;1.55943035;11.67929952;1.444975033;9.347018233;1.139992817;4.724899133;1.127835683;0.00E+00;0.00E+00;6.041
855;0.00E+00;147.6347916;2.676906567;-0.688294967;9.870752217;12.21372082;1.2990688;15.86644115;30.85676025;0.109073083;0.502425033;3.146236883;41.58778953;0.0603604;48;6.182212183;1.806907967;24.9149872;1.968396917;13.91626377;1.883335733;25.19943332;1.52325745;12.0094763;1.460613267;9.5778633;1.193680417;5.000014917;1.15588145;0.00E+00;0.00E+00;6.041
856;0.00E+00;148.3483495;2.717643983;-0.684373133;9.8943226;12.24262673;1.2985351;15.89747198;31.16165785;0.1105888;0.542156783;3.29152975;41.7108869;-0.0091974;48.38333333;6.1369581;1.8201925;24.95882002;1.989141633;13.92577523;1.909036667;25.22640503;1.52085415;12.0635173;1.45828325;9.772251217;1.190779433;5.109357217;1.16576345;0.00E+00;0.00E+00;6.041
857;0.00E+00;149.4830955;2.729819333;-0.687774433;9.932613483;12.28896558;1.29917775;15.96553092;31.1168651;0.110697067;0.520518633;3.26577925;41.59583358;0.1370383;48;6.142671067;1.808446733;24.7356664;1.9375874;13.81039775;1.879245267;25.37001812;1.511791883;12.02742667;1.44867585;9.719479583;1.169652083;5.104824983;1.086404;0.00E+00;0.00E+00;6.041
858;0.00E+00;149.2657082;2.7474034;-0.684531417;9.9295465;12.28020347;1.299296067;15.95558878;31.21786463;0.111619983;0.527023983;3.285151883;41.56443605;0.0238477;48.36666667;6.116998233;1.88959575;24.84029113;1.905512433;13.83431627;1.8496916;25.19938095;1.557139;11.99200723;1.463329633;9.751543133;1.14688915;5.108721017;1.160209383;0.00E+00;0.00E+00;6.041
859;0.00E+00;149.1005934;2.65600585;-0.685813667;9.915784383;12.2728841;1.298618683;15.93778682;31.22850438;0.108349333;0.539378;3.293975;41.68299085;0.014993983;48.68333333;6.141311033;1.85693255;24.747285;1.918017267;13.8198339;1.827003383;25.4678465;1.551287917;12.11318452;1.47446965;9.674780883;1.174750833;5.110081133;1.152405217;0.00E+00;0.00E+00;6.041
860;0.00E+00;149.3845722;2.795980133;-0.6820868;9.9221956;12.28387323;1.2983502;15.94874892;31.1939812;0.1125366;0.531892467;3.285818317;41.76559178;0.106780217;48;6.101931717;1.86013015;24.83564527;1.885792967;13.7705055;1.82874015;25.44422933;1.53562225;12.23666823;1.461957217;9.788922483;1.1290273;5.14712945;1.104938633;0.00E+00;0.00E+00;6.041
861;0.00E+00;149.1544184;2.7270812;-0.685731133;9.9158983;12.27614753;1.298434017;15.93974727;31.30894063;0.110423617;0.514197833;3.209258317;41.72530103;0.083808083;48;6.141780833;2.01309745;24.7983776;1.8671892;13.85804878;1.8486884;25.44691623;1.576641717;12.126654;1.470995833;9.714241917;1.118690067;5.073705817;1.16371765;0.00E+00;0.00E+00;6.041
862;0.00E+00;149.1108928;2.6864821;-0.684169517;9.916859083;12.27309872;1.298878083;15.94123197;31.30993828;0.109180667;0.54797375;3.334880317;41.61764363;0.094603733;48.33333333;6.11727625;1.841566933;24.86505937;1.914740033;13.74275518;1.830422283;25.25534897;1.5479307;12.0834102;1.481518917;9.789501717;1.153031133;5.13304685;1.150967067;0.00E+00;0.00E+00;6.041
863;0.00E+00;148.8673022;2.628769417;-0.693147983;9.91381375;12.26463467;1.299524567;15.9381729;31.17502775;0.106589783;0.511191917;3.1816918;41.5071347;0.075889983;49;6.200134933;1.910970833;24.8216083;1.891585967;13.86977947;1.836196983;25.11878528;1.551732617;11.98084483;1.488752283;9.73469905;1.10929105;5.114386717;1.095082917;0.00E+00;0.00E+00;6.041
864;0.00E+00;407.5625511;34.55782037;-0.686454583;16.7943597;19.5334697;1.3482409;26.43902443;44.87157815;0.528967183;1.149890467;7.091465533;27.0566615;1.213875133;48.93333333;4.6859375;2.756946933;16.10828268;1.232513683;10.38051618;1.23720775;15.38453515;1.100194967;8.195383417;1.011599533;5.6616116;0.77299955;2.6196249;0.76605995;0.00E+00;0.00E+00;6.041
865;0.00E+00;567.1198434;8.030783383;-0.681525033;21.03243418;23.84247508;1.386761283;33.06388965;50.19375555;0.168658683;0.841176717;4.645967483;18.83381433;1.718619733;48;3.011604283;3.3836496;11.16459345;0.827852967;8.14916705;0.8891497;10.07501607;0.856470517;5.9124419;0.748244133;3.285968933;0.572258817;1.107979717;0.570468667;0.00E+00;0.00E+00;6.041
866;0.00E+00;860.8745438;12.45603425;-0.684812183;25.67278317;29.12430525;1.394431033;40.6329554;58.11483498;0.216227167;0.801008017;4.722697583;15.75607515;1.788884217;48.56666667;2.514748967;2.72072665;9.275242883;0.704249717;6.7057708;0.73821035;8.7454039;0.7017392;4.777397917;0.6138528;2.6736828;0.4636282;0.830676967;0.461245717;0.00E+00;0.00E+00;6.041
867;0.00E+00;766.3383789;12.43585115;-0.6829621;24.17749022;27.425766;1.39148275;38.18663585;55.86773577;0.226270317;0.807036533;4.825412717;16.86584132;1.685483317;48.51666667;2.679615883;2.917123083;9.87032445;0.71314815;7.1788695;0.778164833;9.31882705;0.764668983;5.259585483;0.663248517;2.934873083;0.4958518;0.939472667;0.511508883;0.00E+00;0.00E+00;6.041
868;0.00E+00;585.0804569;10.8812302;-0.686225433;21.36110512;24.20816022;1.386950483;33.57608872;50.94249167;0.220726317;0.829034733;4.865827733;18.71678807;1.74757605;48.65;2.985822817;3.238625817;10.99476448;0.79827865;8.091894833;0.8625351;10.08760263;0.845585583;5.988266283;0.736375533;3.323500283;0.546735717;1.0934079;0.567729817;0.00E+00;0.00E+00;6.041
869;0.00E+00;582.529453;8.217053633;-0.68102895;21.32627978;24.16337323;1.387141017;33.51805933;50.56152367;0.170255783;0.77801265;4.367932267;18.70880362;1.7752674;48.63333333;2.974903583;3.229354167;11.02844327;0.7866995;8.125753217;0.862733483;10.03720628;0.84767345;5.97628865;0.7275197;3.29293205;0.537567733;1.053414833;0.553142667;0.00E+00;0.00E+00;6.041
870;0.00E+00;579.6644092;8.609024617;-0.683093867;21.2731316;24.10429847;1.387009867;33.43294585;50.57122055;0.1788726;0.8310007;4.554167567;18.74268665;1.7289834;48.81666667;2.9813514;3.21820745;11.04801798;0.826096883;8.146602433;0.87798315;10.063297;0.841927433;5.988328167;0.7286604;3.2671853;0.56839065;1.036489083;0.56456465;0.00E+00;0.00E+00;6.041
871;0.00E+00;579.5750222;8.259964533;-0.683806483;21.26982463;24.10240223;1.3871689;33.43416407;50.45299515;0.171650283;0.814379917;4.517908117;18.6984422;1.663220633;48.4;2.987005317;3.231290867;11.04334218;0.8115462;8.140313217;0.87184125;10.02486845;0.840674967;5.95444695;0.728755917;3.217942933;0.554119033;1.01144795;0.5533419;0.00E+00;0.00E+00;6.041
872;0.00E+00;578.2101263;8.4339832;-0.681389867;21.24184412;24.07403383;1.387247117;33.39667903;50.335329;0.175776583;0.79928295;4.517355383;18.66773482;1.708548283;48.7;2.985148667;3.227331783;11.08071968;0.795165983;8.141896483;0.873717967;9.935029483;0.853380267;5.922730083;0.73485235;3.259257617;0.536153567;1.008834517;0.555704083;0.00E+00;0.00E+00;6.041
873;0.00E+00;570.7574969;7.983475167;-0.68151705;21.0993328;23.91804995;1.386818483;33.17019178;50.26693267;0.167211717;0.825375333;4.650571183;18.80189917;1.6965379;48.38333333;3.00269645;3.260147367;11.14498863;0.8132814;8.190692133;0.88716545;10.00937828;0.8666214;5.969050717;0.744495083;3.3133669;0.553369133;1.030159717;0.583604367;0.00E+00;0.00E+00;6.041
874;0.00E+00;546.3845566;7.6892528;-0.6825933;20.62860323;23.40381853;1.385646683;32.42949297;49.44963428;0.164941133;0.797620817;4.40423555;19.22471395;1.618265567;48.75;3.07330855;3.328682817;11.3617379;0.837866767;8.324464867;0.901441867;10.3445841;0.8577957;6.107032117;0.747310033;3.299550717;0.568451417;1.038692317;0.579185433;0.00E+00;0.00E+00;6.041
875;0.00E+00;545.310015;7.868356783;-0.683581483;20.6099008;23.38153635;1.38559695;32.39743793;49.55454047;0.168914567;0.80288505;4.5598474;19.24534095;1.675139133;48.4;3.071631067;3.31004115;11.37669437;0.8408575;8.335616883;0.912753817;10.3395258;0.880388117;6.108021017;0.75626795;3.362261517;0.558249633;1.061528367;0.57678135;0.00E+00;0.00E+00;6.041
876;0.00E+00;347.3572624;7.475507367;-0.685247217;15.27261032;17.83798137;1.340634633;24.15925805;40.63266122;0.200805033;0.676252733;4.384151933;30.35421853;0.812718067;48.53333333;4.65926815;2.674233167;18.1577657;1.4024337;10.96877132;1.3988968;17.77387205;1.2345957;9.083834717;1.1133076;6.388084867;0.893196133;2.806911833;0.878253567;0.00E+00;0.00E+00;6.041
877;0.00E+00;147.5253509;2.685176717;-0.68253205;9.85979625;12.2092233;1.297930233;15.84669888;31.133183;0.108771717;0.509998583;3.197439267;41.8662587;-0.033075133;48.98333333;6.148467017;1.863039567;25.01142755;1.964366733;13.94301762;1.906702967;25.45448712;1.585782867;12.08960962;1.47948115;9.695512617;1.189560167;5.0164842;1.127220467;0.00E+00;0.00E+00;6.041
878;0.00E+00;148.3901547;2.612511733;-0.6833745;9.891938917;12.24473753;1.298244483;15.89666518;31.14029982;0.10664625;0.5022884;3.17159215;41.80712595;-0.010333967;48.46666667;6.128416983;1.900089167;25.00468533;1.92761835;13.88829177;1.860576717;25.43767267;1.578002317;12.05958483;1.458061817;9.6707582;1.1730239;4.94709515;1.090158917;0.00E+00;0.00E+00;6.041
879;0.00E+00;148.87287;2.606423883;-0.692090117;9.9147758;12.26429458;1.2990402;15.93178868;31.15304175;0.1054858;0.542629867;3.298229617;41.61345832;-0.02693365;49;6.190629117;1.908482583;24.84166522;1.8823662;13.8867298;1.842550733;25.34992762;1.571940217;11.99887602;1.489446733;9.566324283;1.1528752;4.942406767;1.165639633;0.00E+00;0.00E+00;6.041
