Time;ms+-;Power;Stabw P;Gleichspannung;Gleichrichtwert;Effektivwert;Scheitelfaktor;Amplitude;Abs. MaxA;Stabw Ieff;Stabw Imid;Stabw Iss;THD;Phase;Number;OW0 [%];OW2 [%];OW3 [%];OW4 [%];OW5 [%];OW6 [%];OW7 [%];OW8 [%];OW9 [%];OW10 [%];OW11 [%];OW12 [%];OW13 [%];OW14 [%];Temperature;Conversion;EDRchannel
147;0.00E+00;155.9065714;4.910385467;-0.6928784;10.06912258;12.53883545;1.30207995;16.32588078;32.61751885;0.1732246;0.565442683;3.72030605;40.8226991;0.289677467;48.7;6.071080433;1.686980517;24.24244647;1.76858455;14.46054458;1.70907515;24.52031207;1.51632315;11.63497187;1.442351583;9.289221383;1.1620206;5.4376056;1.098372217;0.00E+00;0.00E+00;6.041
148;0.00E+00;367.8299763;5.886526133;-0.6782927;16.00801748;18.99419938;1.36036725;25.91499055;42.40083648;0.162146683;0.544443133;3.453855017;26.90257105;0.317008283;48.48333333;3.89182345;1.074728667;15.79658892;1.177787217;9.28465055;1.121526883;16.64717807;0.994650983;7.43196095;0.946294867;6.035626983;0.724854267;3.450115483;0.68259505;0.00E+00;0.00E+00;6.041
149;0.00E+00;156.5005713;3.71435465;-0.6693803;10.0912146;12.56443768;1.303187933;16.374225;32.62004698;0.139927367;0.524878633;3.50276335;40.729218;0.39057105;48.71666667;5.8404575;1.635463733;24.11806663;1.780236567;14.45691825;1.71317865;24.4793149;1.492899717;11.64635842;1.440269683;9.31674975;1.107603683;5.489297767;1.01523885;0.00E+00;0.00E+00;6.041
150;0.00E+00;160.6770823;2.663440217;-0.66906305;10.2188009;12.73242287;1.3070998;16.64257148;33.03614163;0.104796833;0.542462483;3.241502617;39.99826222;0.380092433;48.6;5.72629565;1.591192883;23.57127635;1.745572417;14.32404712;1.65999795;24.04718027;1.47948595;11.48687703;1.424364133;9.155415183;1.12547;5.38296735;1.061490367;0.00E+00;0.00E+00;6.041
151;0.00E+00;159.4340193;2.730470817;-0.68418155;10.18763192;12.68641543;1.3073484;16.58557398;32.87027577;0.1062166;0.5107628;3.114173117;39.94723943;0.31692425;49;5.88326165;1.801035533;23.51593993;1.751093483;14.24212045;1.702889233;24.05988893;1.485833833;11.46804762;1.402464417;9.13141185;1.09343275;5.426939083;1.049940933;0.00E+00;0.00E+00;6.041
152;0.00E+00;159.0953603;2.7552498;-0.681911083;10.17514322;12.67351183;1.307250167;16.56746513;32.83893255;0.107845433;0.489513683;3.189291317;39.98775813;0.405673033;48.4;5.869613033;1.767832717;23.61392762;1.818564517;14.2379512;1.7271142;24.11035088;1.460075267;11.41407327;1.388839667;9.0442734;1.1608612;5.308415717;1.00313965;0.00E+00;0.00E+00;6.041
153;0.00E+00;158.0060552;2.707602167;-0.67303035;10.13640733;12.62842098;1.306600133;16.50030993;32.79646845;0.106264317;0.527133033;3.225356333;40.09491812;0.308350017;49;5.817289717;1.771819267;23.68383173;1.810304517;14.26815988;1.738604567;24.12075807;1.482177317;11.51953498;1.408001117;9.126337767;1.147592817;5.297070517;1.0669033;0.00E+00;0.00E+00;6.041
154;0.00E+00;156.9267801;2.787368167;-0.670399533;10.09849602;12.58594883;1.306212333;16.43993647;32.84539605;0.109887583;0.569459017;3.459286883;40.14810165;0.314532733;49;5.819784783;1.855134817;23.62508007;1.808840483;14.3388753;1.759142217;24.21965213;1.5177156;11.54607583;1.4186107;9.105728867;1.114338067;5.259401117;1.101159267;0.00E+00;0.00E+00;6.041
155;0.00E+00;156.1125346;2.827158317;-0.668503717;10.07363418;12.55341503;1.305794683;16.39226502;32.57382283;0.111679367;0.508975417;3.2139109;40.24914117;0.395899;49;5.816823;1.7833383;23.7117295;1.8403895;14.40022382;1.772489433;24.2319792;1.503313133;11.53209577;1.433185817;9.1808292;1.15161;5.32574905;1.034619783;0.00E+00;0.00E+00;6.041
156;0.00E+00;163.0077419;4.355068333;-0.6829688;10.29805117;12.81816495;1.3093766;16.78619442;33.35832623;0.163470933;0.508063433;3.536350833;39.40274685;0.27652715;48.5;5.823797217;1.830528617;23.3587752;1.797209;14.07477125;1.725679667;23.63343403;1.46191785;11.31764137;1.393198267;8.897861167;1.08307295;5.1086932;1.0425301;0.00E+00;0.00E+00;6.041
157;0.00E+00;159.9299162;2.97372015;-0.690192783;10.20034388;12.70764682;1.308784783;16.63159067;33.06675757;0.1163725;0.554285383;3.2735259;39.61608503;0.272245683;48;5.917343917;1.825011817;23.49868107;1.816639983;14.19774142;1.750901183;23.72932092;1.469469483;11.355145;1.408279333;8.924373667;1.134615;5.14392255;1.0823441;0.00E+00;0.00E+00;6.041
158;0.00E+00;159.9283687;2.889447383;-0.669573333;10.19904427;12.7052017;1.308699867;16.62731578;32.93041907;0.11344275;0.508768717;3.215555317;39.67154545;0.342171133;48.46666667;5.741783633;1.8034531;23.46194732;1.81859895;14.21315428;1.748651183;23.84814787;1.461248567;11.3885005;1.391434817;8.89605465;1.108877083;5.166081233;1.016613517;0.00E+00;0.00E+00;6.041
159;0.00E+00;393.3478535;36.06038712;-0.669186083;16.81031807;19.50042112;1.351847133;26.37362283;45.58724087;0.553144467;1.262648483;7.539835433;26.26727503;1.593577083;49;4.50930115;2.632578733;16.09134083;1.094913333;10.43440557;1.172212733;14.55237807;1.147215883;7.845048533;1.027725767;4.71070845;0.770653367;2.845914217;0.756531483;0.00E+00;0.00E+00;6.041
160;0.00E+00;493.7699917;7.278176833;-0.669376133;19.61617428;22.25094863;1.379175567;30.68804728;47.70247642;0.163802167;0.775276567;4.385501183;21.13692173;1.854469867;48.01666667;3.151361633;2.859775617;13.23025668;0.834131467;8.755886367;0.96622735;11.28654568;0.996510433;6.4330367;0.88078435;2.983022017;0.71093685;2.1181477;0.6826565;0.00E+00;0.00E+00;6.041
161;0.00E+00;476.2514788;7.161429817;-0.667993883;19.25266777;21.85138165;1.377892817;30.10936375;47.00985653;0.16426805;0.738045;4.1011796;21.55561568;1.844356533;48;3.200043083;2.877030217;13.50728482;0.868390717;8.89114165;0.990612933;11.53244033;0.998802433;6.584768683;0.880088667;3.034317983;0.71812785;2.121197433;0.66036945;0.00E+00;0.00E+00;6.041
162;0.00E+00;459.7982603;7.1140575;-0.668750183;18.90308182;21.47493515;1.376430767;29.55883932;46.64474045;0.16550235;0.72404535;4.14521475;21.9825095;1.818594967;48.48333333;3.27348305;2.931562467;13.72891955;0.89943065;9.0645017;1.01534125;11.8236979;1.02153045;6.69964505;0.89733685;3.093791017;0.720181067;2.152842433;0.662660683;0.00E+00;0.00E+00;6.041
163;0.00E+00;459.9860083;6.788792183;-0.67181285;18.90443277;21.47921842;1.376479217;29.56578825;46.54110355;0.158118433;0.740265817;4.09086455;21.90140297;1.849341883;49;3.280962233;2.955163483;13.72603887;0.892688883;9.0181578;1.009040517;11.75174813;1.018941417;6.648359333;0.918819367;3.034121183;0.7334458;2.136689067;0.67601025;0.00E+00;0.00E+00;6.041
164;0.00E+00;456.5761023;6.832304033;-0.670114967;18.83712813;21.40003362;1.376002533;29.44658395;46.58974478;0.159498883;0.7518866;4.28513305;21.9955841;1.796801833;48.45;3.284600167;2.937625967;13.7527753;0.895440367;8.975443233;1.019117267;11.85993105;1.030063083;6.73885725;0.9226023;3.112407217;0.724297317;2.128137233;0.69675795;0.00E+00;0.00E+00;6.041
165;0.00E+00;575.9659281;11.00296143;-0.672005767;20.8742671;23.7183801;1.381111467;32.78784397;49.97993952;0.225579517;0.71997745;4.396041233;20.12814725;1.83786765;48.71666667;3.037258783;2.69409885;12.40969322;0.813505317;8.145763917;0.933748583;11.12603863;0.951050317;6.098394833;0.849301767;2.871321983;0.64487435;1.955560183;0.61189395;0.00E+00;0.00E+00;6.041
166;0.00E+00;884.8883043;9.323900633;-0.669012567;26.14537358;29.76881667;1.394507317;41.51299862;59.19384295;0.156681517;0.73080835;4.077185533;15.76096648;1.77941045;48.53333333;2.3236238;2.080910917;9.73611425;0.635376183;6.176270117;0.715862633;9.0450759;0.728360417;4.461817333;0.648927717;2.143167967;0.485388183;1.507346383;0.48514385;0.00E+00;0.00E+00;6.041
167;0.00E+00;446.6351723;7.0349636;-0.671615817;18.47539933;21.04932042;1.3743454;28.94093652;46.223559;0.164898883;0.771955717;4.150342033;22.60824252;1.652330017;48.5;3.385547133;3.010569967;14.21506458;0.9228761;9.178450833;1.04620865;12.1361952;1.0454139;6.865396133;0.913510767;3.303010083;0.728639267;2.24386255;0.71903045;0.00E+00;0.00E+00;6.041
168;0.00E+00;419.3550666;10.66295147;-0.677434933;17.76607377;20.32919758;1.3658687;27.82551052;45.09585293;0.268674183;0.6719309;4.400604867;24.0387798;1.485780933;48.6;3.645610433;2.61397925;15.09372638;0.989478233;9.520592767;1.090484967;13.07431765;1.08339365;7.344001183;0.95736975;3.7483182;0.728032;2.4436512;0.710489667;0.00E+00;0.00E+00;6.041
169;0.00E+00;148.3669902;2.677820867;-0.691626033;9.8713504;12.24353325;1.2969924;15.87975342;31.2480609;0.108731033;0.497446117;3.166976183;42.09354772;0.044092383;48.55;6.209594083;1.658585183;25.03292767;1.826158;14.77993605;1.780045867;25.35934287;1.5599013;12.0016997;1.50655645;9.5512804;1.160059433;5.547499267;1.086866783;0.00E+00;0.00E+00;6.041
170;0.00E+00;148.4573869;2.6206856;-0.675372617;9.8764682;12.24534875;1.29702825;15.88255003;31.39512588;0.10607565;0.539484867;3.322761317;42.09059785;0.064118933;48.73333333;6.06242735;1.66965125;25.042845;1.853734833;14.76078732;1.79531665;25.32058175;1.56823015;12.0186786;1.512915517;9.577983117;1.195123717;5.5656551;1.13146485;0.00E+00;0.00E+00;6.041
171;0.00E+00;148.3745672;2.616058883;-0.681208867;9.874127883;12.2437951;1.297593167;15.88745575;31.32854057;0.106539583;0.520505417;3.253164017;41.9596189;0.028745183;48.51666667;6.114171033;1.669972817;25.00663008;1.888804367;14.82115383;1.824034367;25.19164277;1.55164225;11.91006663;1.507292783;9.50018375;1.198767883;5.542809;1.088469533;0.00E+00;0.00E+00;6.041
172;0.00E+00;148.5544184;2.63040285;-0.6774335;9.880910533;12.25143153;1.297727617;15.8990102;31.35078658;0.106902383;0.530592033;3.317240067;41.91443725;0.035187383;48.11666667;6.0744085;1.787422567;24.97702117;1.879303583;14.74908747;1.844554333;25.1950951;1.565412233;11.89993638;1.5062891;9.4907051;1.174381983;5.483650033;1.092173733;0.00E+00;0.00E+00;6.041
173;0.00E+00;148.0445453;2.62968205;-0.671239517;9.866268367;12.22933305;1.297672383;15.86964693;31.33586008;0.106166767;0.561258717;3.374437683;41.9304654;0.124860383;48.28333333;6.030523317;1.79371295;24.92042503;1.972277733;14.6343178;1.861279417;25.28921527;1.527384233;12.01107425;1.477873717;9.487537167;1.23933055;5.48125025;1.10241845;0.00E+00;0.00E+00;6.041
174;0.00E+00;148.5527458;2.670441417;-0.678512783;9.881560617;12.25163757;1.29738015;15.89503305;31.40871047;0.108001867;0.520361983;3.234450017;41.99873072;0.084306217;48;6.086356633;1.8532946;24.97127115;1.97319945;14.5752063;1.853018117;25.29453328;1.525440467;12.0875273;1.479719517;9.6244332;1.214679383;5.48220495;1.078528383;0.00E+00;0.00E+00;6.041
175;0.00E+00;148.4135856;2.726245783;-0.6756885;9.879310133;12.24602708;1.298517283;15.90167973;31.167316;0.11020905;0.490411533;3.137886617;41.79464173;0.13925405;48.76666667;6.06213255;1.94207725;24.94676128;1.915874917;14.67170435;1.843973617;25.01406923;1.547543267;11.9050408;1.4647801;9.614229517;1.185273367;5.4830027;1.0811372;0.00E+00;0.00E+00;6.041
176;0.00E+00;147.8469649;2.632329833;-0.68299805;9.857733883;12.22341247;1.297499667;15.8598585;31.32089675;0.10654285;0.506619583;3.195619883;41.9685192;0.0787532;48.71666667;6.145206333;1.926595283;24.97381685;1.9194911;14.69185105;1.81285435;25.19450513;1.533910033;12.00684517;1.469383083;9.701942017;1.195725117;5.463112617;1.125802217;0.00E+00;0.00E+00;6.041
177;0.00E+00;147.8773494;2.609294833;-0.69635465;9.85919145;12.2265419;1.297286117;15.86132707;31.37167518;0.10572115;0.5170313;3.2526308;41.97621672;0.065939883;48.53333333;6.254467883;1.911685683;24.916801;1.939536167;14.70043677;1.84792275;25.23600372;1.53577965;11.99318385;1.450896533;9.7200491;1.238448033;5.525646267;1.121275983;0.00E+00;0.00E+00;6.041
178;0.00E+00;147.7548642;2.62247115;-0.68071155;9.855962217;12.21914582;1.297391617;15.85301247;31.23997353;0.1058354;0.513455667;3.2592663;41.99126543;0.180740317;48.43333333;6.127245767;1.907411883;24.95208982;1.9090726;14.6485418;1.797908217;25.16499165;1.502566933;12.03776822;1.44035765;9.90092875;1.184639683;5.58522095;1.0712401;0.00E+00;0.00E+00;6.041
179;0.00E+00;147.9136369;2.71518535;-0.687206083;9.856433167;12.22613602;1.297266317;15.86054552;31.34349577;0.109901017;0.527367217;3.285829033;41.99500882;0.16216215;48.5;6.17662715;1.9355829;24.92652632;1.914595633;14.72214957;1.807054817;25.12548872;1.501282;12.06673232;1.430188467;9.917499917;1.1993718;5.603458167;1.104022083;0.00E+00;0.00E+00;6.041
180;0.00E+00;213.5762482;34.13750095;-0.69288645;11.76342563;14.26290387;1.309178217;18.6566189;36.52335328;0.492055783;1.069422017;6.726750983;37.35258483;0.4875611;48.56666667;6.0372966;2.23084565;22.40393322;1.701327933;13.4370732;1.631623217;22.0145489;1.390312917;10.75886392;1.2981037;8.2096819;1.116272817;4.58453355;1.0606936;0.00E+00;0.00E+00;6.041
181;0.00E+00;414.6166261;8.28561885;-0.692208917;17.8986335;20.39582172;1.372454883;27.99281033;45.57269598;0.203607417;0.738471533;4.254536767;23.22856597;1.7233687;48.5;3.60854455;3.066904133;14.64074078;0.9748467;9.523050383;1.04730785;12.27310375;0.97257645;7.078350733;0.836436333;3.72101965;0.73610615;2.298540817;0.7221043;0.00E+00;0.00E+00;6.041
182;0.00E+00;425.3287151;7.6349538;-0.6788341;18.12624235;20.65775768;1.373131583;28.36590612;45.66772255;0.184921867;0.743237433;4.211905183;22.9232781;1.709560233;48.51666667;3.479440867;3.08361415;14.60277033;0.96883215;9.2527767;1.029390867;12.15288748;0.966362717;6.886644267;0.84142155;3.446079967;0.753033433;2.22405625;0.742649433;0.00E+00;0.00E+00;6.041
183;0.00E+00;420.7374574;6.872694217;-0.676522433;18.02374792;20.54615405;1.372544883;28.20061827;45.57885057;0.166871467;0.7761075;4.277632467;23.10047913;1.6535427;48.43333333;3.471777317;3.073762117;14.65660637;0.971035267;9.3357753;1.034327117;12.30188763;0.9568403;6.972493883;0.835700117;3.464171033;0.765141983;2.217616583;0.79792515;0.00E+00;0.00E+00;6.041
184;0.00E+00;419.5845007;6.772655183;-0.672105283;17.99535033;20.51782438;1.3724824;28.16043982;45.51776058;0.1646626;0.7572105;4.249501683;23.1078298;1.642311483;48.51666667;3.457921533;3.14992675;14.67319807;0.960395733;9.3432083;1.027272367;12.25315673;0.955566933;6.964559983;0.831911233;3.56730225;0.75313095;2.214188683;0.756120983;0.00E+00;0.00E+00;6.041
185;0.00E+00;422.130018;6.653501683;-0.6851382;18.05150983;20.58059595;1.3724471;28.24587688;45.66053058;0.161559217;0.741145067;4.179767183;23.05186767;1.6789375;48.5;3.51435235;3.1570525;14.57511367;0.960116867;9.290973967;1.0139997;12.27760387;0.937877133;6.9961715;0.831824833;3.601311417;0.725826833;2.216416;0.761002067;0.00E+00;0.00E+00;6.041
186;0.00E+00;419.9796534;6.48148855;-0.685709067;18.00685568;20.52871545;1.372416683;28.17404523;45.56480828;0.157427717;0.750379317;4.160155917;23.04217645;1.6337006;48.45;3.524413983;3.152791017;14.60459262;0.985263067;9.24284725;1.02792435;12.22807743;0.938803767;7.01178775;0.826669317;3.676309083;0.753928217;2.20335955;0.790283317;0.00E+00;0.00E+00;6.041
187;0.00E+00;419.4303915;6.479831917;-0.672672533;17.99671542;20.51439748;1.372449467;28.15507445;45.5310514;0.157083683;0.77076785;4.182193067;23.11045852;1.6086457;48.55;3.46097935;3.159008983;14.5976119;0.979546983;9.261171617;1.036185117;12.30835305;0.943142433;7.076602267;0.81910425;3.680887967;0.753545717;2.217960867;0.759520283;0.00E+00;0.00E+00;6.041
188;0.00E+00;419.1836749;6.089967983;-0.6687912;17.9977424;20.50825352;1.372629667;28.15032715;45.47364628;0.14829995;0.718677267;4.04823265;23.11473277;1.590966283;48.46666667;3.440073933;3.133436083;14.58636007;0.965530583;9.27270315;1.031346917;12.31446838;0.9655478;7.0669213;0.82719845;3.738098033;0.731241517;2.2295549;0.742460233;0.00E+00;0.00E+00;6.041
189;0.00E+00;419.4786385;6.859639767;-0.6827547;18.00558288;20.51600137;1.37266895;28.16177315;45.57811098;0.16704435;0.772504467;4.1731558;23.13379825;1.6330024;48.48333333;3.505594283;3.162200083;14.5944911;0.964715083;9.3861314;1.02528595;12.30633227;0.959398333;7.01516445;0.8250925;3.622339533;0.7531511;2.263411433;0.7563668;0.00E+00;0.00E+00;6.041
190;0.00E+00;278.4417355;7.643690933;-0.6955848;13.50698445;16.0111813;1.32618515;21.42042002;37.86618147;0.213143117;0.6011565;4.22824075;34.12898292;0.6441114;48.58333333;5.17080515;1.8271985;20.64694705;1.482152533;12.35418368;1.441684733;19.9969;1.263558367;9.9049305;1.178392233;7.2178792;1.0241186;4.126412517;0.952464617;0.00E+00;0.00E+00;6.041
191;0.00E+00;150.8851931;2.7332369;-0.671806833;9.957314533;12.34510128;1.297345967;16.01584683;31.48002253;0.110084817;0.512675433;3.238279383;42.01085278;0.110976233;48.48333333;5.9852674;1.643607933;25.12462858;1.860312217;14.61425737;1.746117067;25.20906915;1.485467983;11.93155583;1.427982267;9.767156933;1.213732417;5.446368;1.09993745;0.00E+00;0.00E+00;6.041
192;0.00E+00;150.728331;2.756553267;-0.684028433;9.95354585;12.33967025;1.297734567;16.0136032;31.57453882;0.110858717;0.520839933;3.31973045;41.90851862;0.226992167;48.51666667;6.08999995;1.6215501;25.05504192;1.856812467;14.66702172;1.7551461;25.11362297;1.488984567;11.84758995;1.424021517;9.761559433;1.24964655;5.438589767;1.114003467;0.00E+00;0.00E+00;6.041
193;0.00E+00;150.8012858;2.841802883;-0.681216833;9.957391833;12.34149563;1.297942467;16.0185283;31.49142507;0.113760267;0.5652973;3.400131567;41.87152468;-0.012299033;48.43333333;6.0706651;1.62602125;25.02171933;1.832102267;14.62911338;1.718904667;25.19645795;1.495556883;11.82091678;1.4316275;9.628674567;1.23499295;5.345892367;1.136848383;0.00E+00;0.00E+00;6.041
194;0.00E+00;149.6301973;2.77930765;-0.673767133;9.91447875;12.29556328;1.29711395;15.94874185;31.52205292;0.112834183;0.5134129;3.349087283;42.078209;0.143569133;48.6;6.026321367;1.888171217;24.93839808;1.963757317;14.56090392;1.810635167;25.45460695;1.491191683;12.04113885;1.419023683;9.736420117;1.211931167;5.492219983;1.07246735;0.00E+00;0.00E+00;6.041
195;0.00E+00;148.2691967;2.692312483;-0.679804067;9.8642446;12.24062525;1.2966506;15.87178898;31.52074955;0.109362467;0.505522817;3.2652988;42.15489963;0.096213133;48.45;6.105121467;1.878744717;24.95305158;1.9542078;14.62803407;1.793794017;25.46157728;1.486444683;12.1556636;1.420122433;9.757380083;1.2262918;5.509833983;1.0939382;0.00E+00;0.00E+00;6.041
196;0.00E+00;148.4378634;2.696366617;-0.672981533;9.8744936;12.24644187;1.296795933;15.88112705;31.52391995;0.109015967;0.52916385;3.254193267;42.10477707;0.0018615;48.55;6.0414212;1.854580567;25.05126363;1.923841983;14.57697868;1.790884217;25.34466483;1.51824335;12.15928025;1.436132833;9.714396017;1.250828783;5.415904133;1.138967933;0.00E+00;0.00E+00;6.041
197;0.00E+00;151.6742809;4.061014133;-0.6731254;9.974106867;12.36871313;1.2980496;16.05797517;31.92599585;0.15713;0.510591233;3.580952817;41.74764238;0.142673083;48.43333333;5.995778467;1.9239303;24.71163803;1.925610983;14.4943153;1.7921461;25.14131545;1.469720383;12.08726868;1.4098616;9.7574353;1.209161117;5.476440767;1.0849881;0.00E+00;0.00E+00;6.041
198;0.00E+00;154.1105137;2.7141411;-0.671222883;10.0359878;12.47599482;1.3017958;16.24118317;32.28889078;0.10770475;0.502027667;3.215565517;41.08788305;0.223872817;48.51666667;5.892277367;1.857127967;24.48021285;1.916240367;14.47500172;1.769258517;24.53888313;1.459938633;11.83453967;1.4004173;9.5133669;1.197618867;5.348971083;1.065895983;0.00E+00;0.00E+00;6.041
199;0.00E+00;153.3568711;2.661557833;-0.674405517;10.00957218;12.44578598;1.30103845;16.19243978;32.41704048;0.10694175;0.549173933;3.40075305;41.20867172;0.135401283;48.5;5.942254617;1.8479466;24.4315433;1.90941775;14.49879247;1.780160217;24.7313297;1.485046867;11.84039437;1.420624983;9.555912617;1.2366798;5.432523217;1.119434917;0.00E+00;0.00E+00;6.041
200;0.00E+00;294.8439717;6.247655683;-0.6727359;13.97440617;16.76886112;1.339732833;22.60315077;39.1572887;0.186991467;0.5282806;3.761223133;31.80983547;0.223976267;48.71666667;4.593777933;1.4704088;18.79127337;1.4452883;11.06034597;1.371407067;19.34717407;1.138995333;8.956174433;1.09463385;7.333554567;0.9247058;4.11937875;0.82378445;0.00E+00;0.00E+00;6.041
201;0.00E+00;153.2664519;2.55191885;-0.669302733;10.00472613;12.4412228;1.301370467;16.19062415;32.17890172;0.102296633;0.49100475;3.166600267;41.21352638;0.268356467;48.6;5.89288965;1.797530833;24.49427007;1.8936348;14.50214155;1.785078083;24.64870868;1.46808765;11.82479193;1.398026883;9.643855717;1.201354233;5.47540805;1.038765033;0.00E+00;0.00E+00;6.041
202;0.00E+00;370.9535512;33.43420692;-0.671762917;16.3939687;18.96935677;1.353298483;25.70403517;44.1179594;0.467052767;0.729777417;6.64216665;26.81180272;1.549249133;48.38333333;4.088361517;2.741332817;16.52370973;1.177637267;10.6253437;1.2053647;14.66007747;1.0792573;8.078750467;0.957772283;4.953309517;0.812269633;2.909972383;0.7928919;0.00E+00;0.00E+00;6.041
203;0.00E+00;437.9198226;6.932276967;-0.669847567;18.4072408;20.95692405;1.374134933;28.79809257;46.08825437;0.163874933;0.73733445;4.188656367;22.67085643;1.713679483;48.68333333;3.359894267;3.061884867;14.27943618;0.9378585;9.210675233;1.018826883;12.03905732;0.980498317;6.963988917;0.837773567;3.481861567;0.732619483;2.266025467;0.7327656;0.00E+00;0.00E+00;6.041
204;0.00E+00;423.0683241;6.549050633;-0.6720053;18.07441392;20.6021203;1.372588617;28.27831073;45.52439287;0.15870655;0.74080245;4.111502733;23.10304427;1.713849283;48.53333333;3.441021567;3.04916525;14.59127507;0.928560233;9.35253685;1.0302843;12.32078453;1.022754083;7.076147833;0.876155983;3.4669692;0.736540967;2.233804067;0.715808617;0.00E+00;0.00E+00;6.041
205;0.00E+00;421.4240953;6.30590975;-0.668687417;18.03529857;20.56215977;1.37246185;28.22087842;45.57142197;0.1535662;0.73573865;4.140831183;23.17803593;1.540995333;48.13333333;3.426184717;3.03696415;14.61408307;0.956800917;9.438404483;1.033265267;12.36455953;1.01699335;7.08564765;0.891611967;3.426138883;0.769179;2.253844283;0.738650017;0.00E+00;0.00E+00;6.041
206;0.00E+00;421.731572;6.541166433;-0.66716965;18.04405503;20.56945335;1.372449617;28.23063035;45.65465838;0.1590129;0.7773926;4.378497917;23.15961242;1.576864167;48.43333333;3.410618167;3.047637;14.60150053;0.95014575;9.416659433;1.031116433;12.38560647;1.016997667;7.073671967;0.879571367;3.368503917;0.7577949;2.254014767;0.744824083;0.00E+00;0.00E+00;6.041
207;0.00E+00;419.8667461;6.191190183;-0.674979517;18.0098805;20.52517687;1.37283175;28.1776936;45.33007872;0.15077705;0.724008067;4.109252217;23.0321931;1.70434215;48.41666667;3.4530432;3.040654167;14.59205018;0.976367183;9.3819629;1.053346617;12.26999422;1.007929;6.9766817;0.865959517;3.275896467;0.753404567;2.229112933;0.708066033;0.00E+00;0.00E+00;6.041
208;0.00E+00;419.1826197;5.979256017;-0.669896833;17.99721482;20.50808032;1.372750117;28.1525624;45.37176793;0.145949167;0.720225667;4.10876415;23.07167362;1.580829367;48.53333333;3.430679167;3.045906683;14.55487055;0.9794841;9.377610483;1.068524367;12.316149;1.033341767;7.05702225;0.886777667;3.3338569;0.76623035;2.245474767;0.733606033;0.00E+00;0.00E+00;6.041
209;0.00E+00;417.9632275;6.41722555;-0.668521133;17.9696991;20.47840122;1.372515933;28.10702292;45.43510457;0.15660935;0.769003517;4.180159633;23.1562633;1.557408033;48.81666667;3.437886783;3.040729617;14.62471288;0.995126017;9.406817533;1.074670467;12.33461685;1.03302365;7.100986883;0.898595217;3.3612259;0.7794379;2.257002633;0.743254183;0.00E+00;0.00E+00;6.041
210;0.00E+00;417.285249;6.681604983;-0.666758967;17.96596573;20.46092518;1.372744267;28.08770422;45.2067408;0.16287995;0.71957375;4.018608117;23.1769306;1.650668717;48.38333333;3.4345465;3.00870655;14.55672993;0.96637345;9.481346033;1.043710967;12.383089;1.00989445;7.14806635;0.87790665;3.369743733;0.738965967;2.296147083;0.701371883;0.00E+00;0.00E+00;6.041
211;0.00E+00;416.812813;6.345285583;-0.669452383;17.95339365;20.44926738;1.372742783;28.07166807;45.26239435;0.155286483;0.692929783;3.996831567;23.21317145;1.569144633;48.55;3.4581605;3.0042115;14.6346163;0.944646817;9.553865217;1.028963967;12.27981938;1.016796817;7.1579402;0.8826533;3.4303613;0.733414933;2.310379367;0.7060117;0.00E+00;0.00E+00;6.041
212;0.00E+00;412.0665969;8.923386233;-0.6691117;17.51130572;20.0647555;1.364880917;27.46180633;44.63484498;0.225188483;0.712587617;4.453624017;24.78656782;1.416151867;48.58333333;3.691959117;2.505252117;15.46400437;1.027974867;9.799234733;1.088407233;13.57487595;1.070395683;7.59005545;0.946873367;3.95130735;0.776446333;2.569964517;0.764647617;0.00E+00;0.00E+00;6.041
213;0.00E+00;150.4286075;3.83809395;-0.6750563;9.929237383;12.32359643;1.29773;15.99263487;31.74405605;0.1476734;0.519075167;3.530164517;41.83810317;0.0713029;48.61666667;6.028843117;1.631296317;24.8608391;1.850698833;14.74595743;1.747333117;25.08403657;1.5045716;11.99757533;1.482351933;9.642526933;1.228430517;5.599198983;1.0781317;0.00E+00;0.00E+00;6.041
214;0.00E+00;150.9052831;2.6292517;-0.6699708;9.932079067;12.3446261;1.299772283;16.0452018;31.88072665;0.10588045;0.497702267;3.18728555;41.51969963;0.157372633;48.36666667;5.955864717;1.678984683;24.72914565;1.8843974;14.62867853;1.767279717;24.76969535;1.480003867;11.92699925;1.45002395;9.6891084;1.2216759;5.565559633;1.038796667;0.00E+00;0.00E+00;6.041
215;0.00E+00;150.6317849;2.655951783;-0.671043167;9.919871533;12.3345072;1.299146817;16.02433717;32.01992402;0.10723025;0.544644817;3.287581017;41.61190167;0.191632383;48.48333333;5.971884533;1.806958417;24.62540623;1.905201583;14.57074135;1.780595617;24.99008525;1.496394367;11.98986737;1.4453578;9.732137017;1.239445867;5.603676583;1.131155067;0.00E+00;0.00E+00;6.041
216;0.00E+00;150.539107;2.592142717;-0.670593517;9.91715025;12.3296772;1.298925317;16.0153067;31.94335832;0.103675583;0.523366867;3.243996833;41.67577835;0.1528958;48.51666667;5.972287667;1.808550117;24.62094907;1.857583667;14.5037993;1.768771017;25.06778813;1.472119583;12.1087318;1.422126467;9.7711997;1.197109533;5.666621417;1.072610183;0.00E+00;0.00E+00;6.041
